term,df,idf
petroleum,1,6.8763342398543505
institute,1,6.8763342398543505
kejut,1,6.8763342398543505
undang,1,6.8763342398543505
luas,7,5.49003987873446
simak,2,6.470869131746186
angin,2,6.470869131746186
mampu,6,5.6235712713589825
tenggak,1,6.8763342398543505
yaaakiiinnnn,1,6.8763342398543505
maret,1,6.8763342398543505
logo,1,6.8763342398543505
kerang,1,6.8763342398543505
rapat,1,6.8763342398543505
taat,1,6.8763342398543505
begitu,1,6.8763342398543505
detikoto,1,6.8763342398543505
rangkai,1,6.8763342398543505
eletrolit,1,6.8763342398543505
karena,1,6.8763342398543505
kaji,1,6.8763342398543505
sis,1,6.8763342398543505
bolak,1,6.8763342398543505
mitos,1,6.8763342398543505
sisi,4,5.960043507980195
uni,4,5.960043507980195
filipina,2,6.470869131746186
ledak,1,6.8763342398543505
sayang,1,6.8763342398543505
edukasi,2,6.470869131746186
akademisi,2,6.470869131746186
itera,2,6.470869131746186
teman,1,6.8763342398543505
marak,1,6.8763342398543505
gencar,2,6.470869131746186
dengar,1,6.8763342398543505
retinol,1,6.8763342398543505
skincare,1,6.8763342398543505
cerdas,2,6.470869131746186
bebas,3,6.183187059294405
generasi,2,6.470869131746186
kuat,3,6.183187059294405
komitmen,4,5.960043507980195
regular,1,6.8763342398543505
unleaded,1,6.8763342398543505
guru,4,5.960043507980195
ub,2,6.470869131746186
iq,1,6.8763342398543505
maa,1,6.8763342398543505
browww,1,6.8763342398543505
gagal,2,6.470869131746186
aus,2,6.470869131746186
terka,1,6.8763342398543505
gasohol,1,6.8763342398543505
bioethanol,1,6.8763342398543505
oxygenate,1,6.8763342398543505
madatori,1,6.8763342398543505
next,1,6.8763342398543505
ragu,2,6.470869131746186
lik,1,6.8763342398543505
bareng,1,6.8763342398543505
slide,1,6.8763342398543505
idn,1,6.8763342398543505
application,1,6.8763342398543505
rahasia,1,6.8763342398543505
tolak,7,5.49003987873446
arsip,1,6.8763342398543505
majalah,1,6.8763342398543505
tempo,1,6.8763342398543505
istimewa,3,6.183187059294405
extra,1,6.8763342398543505
formula,2,6.470869131746186
resin,1,6.8763342398543505
gumpal,1,6.8763342398543505
epoxy,1,6.8763342398543505
thinner,1,6.8763342398543505
simon,4,5.960043507980195
aloysius,3,6.183187059294405
mantiri,3,6.183187059294405
persero,1,6.8763342398543505
sedih,1,6.8763342398543505
emas,1,6.8763342398543505
invest,1,6.8763342398543505
duit,2,6.470869131746186
saham,1,6.8763342398543505
kadang,2,6.470869131746186
anjlok,1,6.8763342398543505
ngestuck,1,6.8763342398543505
move,1,6.8763342398543505
on,1,6.8763342398543505
suka,2,6.470869131746186
melintir,1,6.8763342398543505
mbak,1,6.8763342398543505
muda,1,6.8763342398543505
stunting,1,6.8763342398543505
sehat,3,6.183187059294405
devisa,2,6.470869131746186
mendayagunakan,1,6.8763342398543505
blokir,1,6.8763342398543505
masalag,1,6.8763342398543505
sedan,1,6.8763342398543505
racik,2,6.470869131746186
demo,1,6.8763342398543505
youtubenya,1,6.8763342398543505
cing,1,6.8763342398543505
abdel,1,6.8763342398543505
demand,1,6.8763342398543505
rebut,2,6.470869131746186
cost,1,6.8763342398543505
darimana,1,6.8763342398543505
haha,1,6.8763342398543505
kompleks,1,6.8763342398543505
keluar,10,5.171586147615925
grafik,1,6.8763342398543505
katadata,1,6.8763342398543505
tampil,1,6.8763342398543505
posisi,1,6.8763342398543505
pertama,1,6.8763342398543505
susul,1,6.8763342398543505
urut,1,6.8763342398543505
kanada,4,5.960043507980195
ilustrasi,1,6.8763342398543505
teliti,5,5.7777219511862405
brawijaya,1,6.8763342398543505
bj,1,6.8763342398543505
habibie,1,6.8763342398543505
akun,2,6.470869131746186
ruditoaau,2,6.470869131746186
sae,4,5.960043507980195
kalang,3,6.183187059294405
society,2,6.470869131746186
of,3,6.183187059294405
automotive,2,6.470869131746186
engineers,2,6.470869131746186
tren,4,5.960043507980195
jerman,5,5.7777219511862405
adopsi,1,6.8763342398543505
tape,1,6.8763342398543505
lumayan,1,6.8763342398543505
import,5,5.7777219511862405
cuan,1,6.8763342398543505
konoha,1,6.8763342398543505
sekaligus,3,6.183187059294405
laman,2,6.470869131746186
tmmin,5,5.7777219511862405
panjang,3,6.183187059294405
koordinator,2,6.470869131746186
pangan,2,6.470869131746186
zulkifli,3,6.183187059294405
zulhas,2,6.470869131746186
reformasi,2,6.470869131746186
konsisten,4,5.960043507980195
percaya,5,5.7777219511862405
bawa,3,6.183187059294405
edukatif,2,6.470869131746186
transparan,5,5.7777219511862405
selalu,5,5.7777219511862405
cermat,1,6.8763342398543505
resah,1,6.8763342398543505
tepat,4,5.960043507980195
bingung,2,6.470869131746186
konsistensi,1,6.8763342398543505
koordinasi,2,6.470869131746186
optimal,3,6.183187059294405
not,1,6.8763342398543505
to,1,6.8763342398543505
mention,1,6.8763342398543505
pretty,1,6.8763342398543505
sure,1,6.8763342398543505
so,2,6.470869131746186
is,1,6.8763342398543505
worth,1,6.8763342398543505
all,1,6.8763342398543505
the,1,6.8763342398543505
trouble,1,6.8763342398543505
lintas,1,6.8763342398543505
erti,1,6.8763342398543505
berantak,3,6.183187059294405
rapihin,2,6.470869131746186
perhati,6,5.6235712713589825
awet,1,6.8763342398543505
ribut,2,6.470869131746186
pimpin,6,5.6235712713589825
yakin,3,6.183187059294405
gerak,2,6.470869131746186
pasuk,1,6.8763342398543505
ahm,2,6.470869131746186
toleransi,3,6.183187059294405
respons,1,6.8763342398543505
pks,1,6.8763342398543505
bingkai,1,6.8763342398543505
entah,2,6.470869131746186
dongkrak,1,6.8763342398543505
komoditas,1,6.8763342398543505
serius,1,6.8763342398543505
eksperimen,1,6.8763342398543505
praktik,6,5.6235712713589825
tiktok,3,6.183187059294405
jakartanow,1,6.8763342398543505
spesifikasi,8,5.372256843078077
source,2,6.470869131746186
gulir,4,5.960043507980195
kontribusi,3,6.183187059294405
lantar,4,5.960043507980195
cemas,1,6.8763342398543505
nthego,1,6.8763342398543505
motors,1,6.8763342398543505
rekomendasi,3,6.183187059294405
suarapublikid,1,6.8763342398543505
kiloliter,1,6.8763342398543505
ebtke,2,6.470869131746186
eniya,2,6.470869131746186
listiani,2,6.470869131746186
pso,1,6.8763342398543505
kritik,3,6.183187059294405
rupiah,1,6.8763342398543505
sengaja,1,6.8763342398543505
personilnya,1,6.8763342398543505
audit,1,6.8763342398543505
investigatif,1,6.8763342398543505
internasional,1,6.8763342398543505
radio,1,6.8763342398543505
aktiv,1,6.8763342398543505
formalin,1,6.8763342398543505
komparasi,1,6.8763342398543505
lumrah,4,5.960043507980195
literasi,1,6.8763342398543505
canggih,1,6.8763342398543505
zx,1,6.8763342398543505
telan,1,6.8763342398543505
nyenyenye,1,6.8763342398543505
netral,1,6.8763342398543505
estimasi,1,6.8763342398543505
infrastruktur,2,6.470869131746186
diskusi,1,6.8763342398543505
lelucon,1,6.8763342398543505
kasar,1,6.8763342398543505
satir,1,6.8763342398543505
faktual,1,6.8763342398543505
vulgar,1,6.8763342398543505
selera,1,6.8763342398543505
jenderal,1,6.8763342398543505
konservasi,1,6.8763342398543505
dewi,1,6.8763342398543505
data,3,6.183187059294405
akselerasi,1,6.8763342398543505
layan,1,6.8763342398543505
kelapa,1,6.8763342398543505
dapur,1,6.8763342398543505
bisnis,1,6.8763342398543505
hal,1,6.8763342398543505
smuanya,1,6.8763342398543505
samar,1,6.8763342398543505
nama,2,6.470869131746186
food,2,6.470869131746186
estate,1,6.8763342398543505
nevi,2,6.470869131746186
zuairina,2,6.470869131746186
hati,3,6.183187059294405
anggota,2,6.470869131746186
komisi,2,6.470869131746186
vi,1,6.8763342398543505
dpr,1,6.8763342398543505
hj,1,6.8763342398543505
sanksi,1,6.8763342398543505
nepalkan,1,6.8763342398543505
dianalisa,1,6.8763342398543505
pidana,1,6.8763342398543505
fabby,1,6.8763342398543505
luar,5,5.7777219511862405
utas,1,6.8763342398543505
problem,1,6.8763342398543505
ahli,3,6.183187059294405
strategi,2,6.470869131746186
retweet,2,6.470869131746186
follow,1,6.8763342398543505
dirjen,1,6.8763342398543505
laode,1,6.8763342398543505
sulaeman,1,6.8763342398543505
berani,1,6.8763342398543505
copot,1,6.8763342398543505
usul,3,6.183187059294405
wowo,1,6.8763342398543505
luka,1,6.8763342398543505
trauma,1,6.8763342398543505
opresi,1,6.8763342398543505
perempuan,1,6.8763342398543505
asosiasi,1,6.8763342398543505
aptri,1,6.8763342398543505
peluang,3,6.183187059294405
bulan,1,6.8763342398543505
defensenya,1,6.8763342398543505
euro,3,6.183187059294405
hc,3,6.183187059294405
asumsi,1,6.8763342398543505
typo,1,6.8763342398543505
alergi,1,6.8763342398543505
spek,2,6.470869131746186
hutang,1,6.8763342398543505
dagang,1,6.8763342398543505
ecer,1,6.8763342398543505
usut,1,6.8763342398543505
arak,1,6.8763342398543505
iring,1,6.8763342398543505
diminimalisir,1,6.8763342398543505
migrasi,1,6.8763342398543505
mitan,1,6.8763342398543505
melon,1,6.8763342398543505
heboh,1,6.8763342398543505
astm,1,6.8763342398543505
en,1,6.8763342398543505
anhidrat,1,6.8763342398543505
hampir,2,6.470869131746186
lus,1,6.8763342398543505
efektivitas,1,6.8763342398543505
regulasi,4,5.960043507980195
asli,3,6.183187059294405
tumbuh,2,6.470869131746186
kaprah,1,6.8763342398543505
konkret,1,6.8763342398543505
hanif,1,6.8763342398543505
faisol,1,6.8763342398543505
afdc,2,6.470869131746186
penn,1,6.8763342398543505
state,1,6.8763342398543505
extension,1,6.8763342398543505
topp,1,6.8763342398543505
customer,1,6.8763342398543505
care,1,6.8763342398543505
jurnalpatrolinews,1,6.8763342398543505
mtbe,12,5.00453206295276
murab,1,6.8763342398543505
racun,11,5.084574770626295
hi,4,5.960043507980195
pasrah,1,6.8763342398543505
bandel,1,6.8763342398543505
sunat,1,6.8763342398543505
fitra,5,5.7777219511862405
eri,4,5.960043507980195
tenaga,6,5.6235712713589825
erri,1,6.8763342398543505
besok,1,6.8763342398543505
ini,2,6.470869131746186
issue,1,6.8763342398543505
deforestasi,2,6.470869131746186
ch,1,6.8763342398543505
fleksibel,1,6.8763342398543505
ketua,1,6.8763342398543505
majelis,1,6.8763342398543505
musyawarat,1,6.8763342398543505
mpr,1,6.8763342398543505
soeparno,1,6.8763342398543505
volume,3,6.183187059294405
sah,1,6.8763342398543505
otak,1,6.8763342398543505
komplai,1,6.8763342398543505
lur,1,6.8763342398543505
mentah,1,6.8763342398543505
pengunaan,1,6.8763342398543505
bernapsu,1,6.8763342398543505
pj,1,6.8763342398543505
corporate,1,6.8763342398543505
secretary,1,6.8763342398543505
roberth,1,6.8763342398543505
mv,1,6.8763342398543505
bengsin,1,6.8763342398543505
dipush,1,6.8763342398543505
nyunat,1,6.8763342398543505
nyefong,2,6.470869131746186
buzzer,1,6.8763342398543505
aseng,1,6.8763342398543505
dimurahin,1,6.8763342398543505
pilot,2,6.470869131746186
argentina,5,5.7777219511862405
prancis,6,5.6235712713589825
geetuu,1,6.8763342398543505
he,1,6.8763342398543505
mentok,1,6.8763342398543505
konten,1,6.8763342398543505
yannes,3,6.183187059294405
martinus,3,6.183187059294405
pasaribu,3,6.183187059294405
lagak,1,6.8763342398543505
negatif,10,5.171586147615925
fakultas,1,6.8763342398543505
dirgantara,1,6.8763342398543505
tri,2,6.470869131746186
yus,1,6.8763342398543505
widjajanto,1,6.8763342398543505
campuan,1,6.8763342398543505
vietnam,4,5.960043507980195
separasi,1,6.8763342398543505
biar,1,6.8763342398543505
kuras,1,6.8763342398543505
geser,1,6.8763342398543505
mandatory,2,6.470869131746186
minimal,2,6.470869131746186
hadehhhh,1,6.8763342398543505
turut,4,5.960043507980195
eia,1,6.8763342398543505
oktane,2,6.470869131746186
yuswidjajanto,1,6.8763342398543505
institut,2,6.470869131746186
bandung,2,6.470869131746186
total,1,6.8763342398543505
wikipedia,2,6.470869131746186
listrik,1,6.8763342398543505
anti,5,5.7777219511862405
coated,1,6.8763342398543505
steel,1,6.8763342398543505
cnn,2,6.470869131746186
uang,1,6.8763342398543505
oleh,1,6.8763342398543505
tiongkok,1,6.8763342398543505
kolombia,2,6.470869131746186
pentol,1,6.8763342398543505
korek,1,6.8763342398543505
brazil,1,6.8763342398543505
kemarenn,1,6.8763342398543505
diam,2,6.470869131746186
polutan,1,6.8763342398543505
knocking,2,6.470869131746186
mileage,1,6.8763342398543505
swedia,1,6.8763342398543505
buyer,1,6.8763342398543505
masing,1,6.8763342398543505
takar,2,6.470869131746186
oktana,5,5.7777219511862405
sempurna,2,6.470869131746186
via,2,6.470869131746186
hip,2,6.470869131746186
online,2,6.470869131746186
september,1,6.8763342398543505
cerah,1,6.8763342398543505
kejar,1,6.8763342398543505
amat,1,6.8763342398543505
pandang,1,6.8763342398543505
ue,2,6.470869131746186
provinsi,1,6.8763342398543505
hoaks,1,6.8763342398543505
peta,2,6.470869131746186
legislator,1,6.8763342398543505
sedikiiit,1,6.8763342398543505
trijaya,1,6.8763342398543505
pionir,1,6.8763342398543505
karawang,1,6.8763342398543505
barat,1,6.8763342398543505
lipat,1,6.8763342398543505
tetes,2,6.470869131746186
molase,1,6.8763342398543505
alami,1,6.8763342398543505
pasca,1,6.8763342398543505
kapal,1,6.8763342398543505
manual,3,6.183187059294405
wujud,2,6.470869131746186
link,1,6.8763342398543505
amrik,1,6.8763342398543505
dengee,1,6.8763342398543505
mj,2,6.470869131746186
vs,3,6.183187059294405
lengket,2,6.470869131746186
gummy,2,6.470869131746186
konsultasi,2,6.470869131746186
mekanik,1,6.8763342398543505
tempur,1,6.8763342398543505
mes,1,6.8763342398543505
bangkit,1,6.8763342398543505
pesat,1,6.8763342398543505
daulat,1,6.8763342398543505
pelan,1,6.8763342398543505
otomatis,1,6.8763342398543505
dok,1,6.8763342398543505
petronas,1,6.8763342398543505
restu,2,6.470869131746186
vehicle,1,6.8763342398543505
ffv,1,6.8763342398543505
jamin,1,6.8763342398543505
pipa,1,6.8763342398543505
segi,1,6.8763342398543505
mirip,1,6.8763342398543505
australia,2,6.470869131746186
fermentasi,2,6.470869131746186
andai,1,6.8763342398543505
henti,2,6.470869131746186
nikmat,2,6.470869131746186
banjir,1,6.8763342398543505
sentil,1,6.8763342398543505
lol,1,6.8763342398543505
hubung,1,6.8763342398543505
disel,1,6.8763342398543505
sambung,1,6.8763342398543505
cpo,1,6.8763342398543505
cempuran,1,6.8763342398543505
sirkuit,1,6.8763342398543505
pusing,2,6.470869131746186
wkkk,1,6.8763342398543505
arus,1,6.8763342398543505
transportasi,2,6.470869131746186
profesional,1,6.8763342398543505
politik,1,6.8763342398543505
arcandra,1,6.8763342398543505
tahar,1,6.8763342398543505
refinery,1,6.8763342398543505
oktannya,1,6.8763342398543505
memamg,1,6.8763342398543505
statista,1,6.8763342398543505
ugm,2,6.470869131746186
valid,1,6.8763342398543505
susun,1,6.8763342398543505
roadmap,1,6.8763342398543505
istirahat,1,6.8763342398543505
pindah,1,6.8763342398543505
angkut,1,6.8763342398543505
tuai,1,6.8763342398543505
bincang,1,6.8763342398543505
stamina,1,6.8763342398543505
wilayah,1,6.8763342398543505
tema,1,6.8763342398543505
prosentase,1,6.8763342398543505
titip,1,6.8763342398543505
wahai,1,6.8763342398543505
termul,1,6.8763342398543505
uk,1,6.8763342398543505
diksi,1,6.8763342398543505
us,1,6.8763342398543505
basefuel,1,6.8763342398543505
subianto,3,6.183187059294405
lampu,1,6.8763342398543505
brok,1,6.8763342398543505
ah,1,6.8763342398543505
wni,1,6.8763342398543505
pertamin,1,6.8763342398543505
pure,1,6.8763342398543505
statement,1,6.8763342398543505
pipis,2,6.470869131746186
jakartaglobe,1,6.8763342398543505
forum,1,6.8763342398543505
robot,1,6.8763342398543505
ekspedisi,1,6.8763342398543505
angkasa,1,6.8763342398543505
ijazah,1,6.8763342398543505
palsu,1,6.8763342398543505
gamau,1,6.8763342398543505
saing,1,6.8763342398543505
tuh,1,6.8763342398543505
change,1,6.8763342398543505
muka,1,6.8763342398543505
petamax,1,6.8763342398543505
sumbang,1,6.8763342398543505
kampanye,1,6.8763342398543505
ev,1,6.8763342398543505
bahasa,1,6.8763342398543505
ngeri,1,6.8763342398543505
pukul,1,6.8763342398543505
margin,1,6.8763342398543505
errornya,1,6.8763342398543505
absurd,1,6.8763342398543505
biologis,1,6.8763342398543505
etis,1,6.8763342398543505
ditambahin,1,6.8763342398543505
qris,1,6.8763342398543505
sehrsnya,1,6.8763342398543505
sulit,2,6.470869131746186
budaya,1,6.8763342398543505
mencapur,1,6.8763342398543505
tangan,1,6.8763342398543505
legi,1,6.8763342398543505
pam,1,6.8763342398543505
ordal,1,6.8763342398543505
siksa,1,6.8763342398543505
cos,1,6.8763342398543505
usir,1,6.8763342398543505
pengin,1,6.8763342398543505
mundur,1,6.8763342398543505
pengem,1,6.8763342398543505
zaman,1,6.8763342398543505
batu,1,6.8763342398543505
jepang,2,6.470869131746186
nrel,1,6.8763342398543505
kateba,1,6.8763342398543505
oksidasi,1,6.8763342398543505
nox,1,6.8763342398543505
acetaldehyde,1,6.8763342398543505
samping,1,6.8763342398543505
duh,1,6.8763342398543505
kemen,1,6.8763342398543505
humas,1,6.8763342398543505
kelas,1,6.8763342398543505
serah,1,6.8763342398543505
hak,1,6.8763342398543505
ingin,1,6.8763342398543505
management,1,6.8763342398543505
korupsi,1,6.8763342398543505
jangka,1,6.8763342398543505
mayarakat,1,6.8763342398543505
rela,1,6.8763342398543505
menit,1,6.8763342398543505
kelembapam,1,6.8763342398543505
pastiin,1,6.8763342398543505
diri,1,6.8763342398543505
ekonomis,1,6.8763342398543505
nesu,1,6.8763342398543505
grok,1,6.8763342398543505
enam,1,6.8763342398543505
roda,1,6.8763342398543505
ktahuan,1,6.8763342398543505
kocak,1,6.8763342398543505
bin,1,6.8763342398543505
mewjibkan,1,6.8763342398543505
normal,1,6.8763342398543505
jokowi,1,6.8763342398543505
duplikasi,1,6.8763342398543505
streaming,1,6.8763342398543505
perfoma,1,6.8763342398543505
sepenuh,2,6.470869131746186
santai,2,6.470869131746186
lari,1,6.8763342398543505
jam,1,6.8763342398543505
jang,1,6.8763342398543505
bibit,1,6.8763342398543505
parfume,1,6.8763342398543505
reuters,1,6.8763342398543505
ngempot,1,6.8763342398543505
rumput,1,6.8763342398543505
rasio,1,6.8763342398543505
kocok,1,6.8763342398543505
tuang,1,6.8763342398543505
liput,1,6.8763342398543505
queensland,1,6.8763342398543505
nsw,1,6.8763342398543505
austria,1,6.8763342398543505
belgia,1,6.8763342398543505
bulgaria,1,6.8763342398543505
garap,1,6.8763342398543505
standard,1,6.8763342398543505
prtamina,1,6.8763342398543505
agresif,1,6.8763342398543505
lomba,1,6.8763342398543505
ekspor,1,6.8763342398543505
prakira,1,6.8763342398543505
ton,1,6.8763342398543505
senyawa,1,6.8763342398543505
etil,1,6.8763342398543505
